26326.4,25360.7,23911.1,23428.7,23119.3,23078.7,24085.4,25542.6,28099.4,30275.8,31436.3,32280.0,32895.0,33347.3,33027.1,32047.9,31958.7,32362.9,32454.3,31849.1,31603.4,31575.4,31156.3,29233.4
24865.0,23162.0,22020.0,21454.7,21393.2,21466.2,22287.7,24396.9,27216.6,29368.0,30774.8,31206.8,31751.2,32408.5,31820.0,30851.2,30862.1,30906.8,30849.5,30482.3,30461.9,30542.3,30730.6,28783.0
24575.3,23388.2,21991.5,20984.4,20624.8,20145.9,20158.6,19614.4,19973.0,21455.8,23342.1,24495.7,24772.9,25150.0,25677.4,24773.3,23906.9,23376.2,23427.4,24017.6,24493.2,25071.9,27487.7,26766.1
25628.9,25081.6,23778.3,22906.8,22356.0,22121.3,22050.0,21791.8,22783.0,24830.4,27123.0,27740.3,27830.9,28307.4,28377.6,26913.3,25721.7,25413.1,25305.3,25500.4,25729.5,26242.7,27438.3,26269.2
26022.6,25214.5,24181.4,23283.7,23053.9,22827.8,23478.5,24863.1,27242.1,29155.1,30496.7,30916.4,31109.0,31344.1,30759.6,29535.6,28913.0,28917.6,28889.5,28436.4,28714.8,28808.0,29063.6,27447.1
26464.2,25527.8,24259.0,23548.0,23445.9,22945.2,23982.2,25139.2,27256.9,29045.0,30266.4,30561.3,31077.8,31256.0,30610.7,29593.3,29256.4,29368.6,29256.6,28798.4,28939.1,29450.8,29685.1,27922.5
27610.9,26398.7,25013.3,24496.7,24071.4,24058.2,24745.8,26630.6,29277.9,30921.8,32060.6,33022.7,33135.6,33784.7,33029.4,31760.7,31622.5,31670.4,31641.6,30978.1,30614.8,30664.2,30901.1,28840.5
28041.3,26728.5,25099.3,24302.0,23810.6,24044.1,24747.3,26016.9,29054.0,30657.7,32359.3,32993.0,33706.7,34153.2,33803.1,32960.0,33000.2,33185.6,33039.5,32650.9,32151.8,31872.2,31944.6,30061.3
25594.2,23728.9,22814.2,22140.1,21845.0,21838.1,22994.3,25251.4,28266.8,30365.0,32150.0,33282.1,33956.1,34680.7,34199.5,33427.0,33412.8,33655.5,33693.0,33126.6,32665.0,32147.8,32104.8,30237.5
25323.0,23809.9,22477.7,21321.7,20859.4,20642.1,20552.5,19864.0,20339.0,21801.5,23460.3,24607.0,25299.0,25747.8,26196.2,25812.6,24879.3,24571.5,24782.5,24840.2,25565.1,26370.2,28073.2,27533.3
26721.8,25678.2,24371.0,23588.0,22885.1,22690.8,22599.8,22308.8,23880.1,25757.0,27997.6,28843.7,29404.2,29440.0,29736.3,28515.7,27547.6,27077.4,26837.4,26873.6,27083.9,27273.2,28213.9,27070.5
28025.9,26329.5,25111.6,24221.3,24057.5,24024.6,24687.1,26313.2,29005.6,30875.2,32334.9,33223.1,33780.5,34326.7,33721.3,32428.5,32172.8,32410.5,32411.8,31393.6,30837.4,30482.9,30577.4,28643.0
